age,A2,C1,D2,D4,D8,D10,D15,job,F15,M8,E17,G1,J2,J4,J9,E1,E2,J17,M6,life_satisfaction
32,Average,Yes,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Refuse to answer,Once a month,170,60,4,0,High
51,Well,No,Never,Sometimes,Often,Often,Sometimes,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Never,Less frequently,170,73,1,5000,High
58,Well,No,Rarely,Rarely,Sometimes,Sometimes,Often,Holds an ordinary or supported job,8,Average,I dont share this with anyone,Yes,Several times a week,Once a week,Several times a month,172,90,0,200,High
33,Well,Yes,Never,Sometimes,Rarely,Sometimes,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a month,Once a month,160,65,1,1000,High
58,Well,No,Never,Often,Sometimes,Always,Often,Holds an ordinary or supported job,9,Bad,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Once a month,165,50,1,600,High
41,Well,No,Rarely,Always,Sometimes,Often,Always,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Less frequently,167,72,1,300,High
48,Very well,No,Rarely,Always,Rarely,Often,Sometimes,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Once a month,182,98,0,0,High
42,Very well,No,Never,Often,Rarely,Rarely,Often,,8,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Less frequently,Once a month,169,80,2,100,High
44,Well,No,Sometimes,Often,Rarely,Often,Often,Holds an ordinary or supported job,8,Good,Friends/colleagues,No,Less frequently,Once a month,Once a month,184,87,0,100,High
19,Very well,Yes,Rarely,Often,Rarely,Often,Always,Holds an ordinary or supported job,7,Good,Friends/colleagues,No,Less frequently,Once a month,Less frequently,175,74,0,0,High
24,Well,No,Never,Often,Rarely,Always,Often,Holds an ordinary or supported job,7,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Several times a month,Less frequently,174,70,2,1000,High
37,Well,No,Never,Often,Sometimes,Often,Often,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Less frequently,Never,175,90,0,3000,High
18,Well,No,Rarely,Often,Rarely,Always,Sometimes,Doesn't hold an ordinary or supported job,6,Bad,I dont share this with anyone,No,Once a month,Refuse to answer,Less frequently,193,115,3,1000,High
64,Average,Yes,Rarely,Often,Sometimes,Sometimes,Sometimes,Doesn't hold an ordinary or supported job,4,Good,Friends/colleagues,Yes,Once a month,Several times a week,Once a month,172,70,1,5000,High
18,Well,No,Never,Often,Sometimes,Always,Always,Doesn't hold an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Daily,Several times a week,Once a month,167,80,2,300,High
57,Well,No,Never,Always,Never,Never,Often,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Less frequently,Once a month,180,65,1,800,High
22,Well,No,Rarely,Sometimes,Rarely,Often,Often,Holds an ordinary or supported job,9,Average,Friends/colleagues,Yes,Less frequently,Less frequently,Less frequently,179,90,4,0,High
58,Well,Yes,Rarely,Often,Sometimes,Often,Always,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Less frequently,187,89,4,2000,High
31,Poor,No,Often,Rarely,Always,Rarely,Often,Doesn't hold an ordinary or supported job,8,Bad,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a month,Less frequently,158,45,3,2000,Low
63,Very well,No,Rarely,Always,Rarely,Often,Often,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Several times a month,175,66,2,0,High
50,Average,No,Often,Often,Always,Sometimes,Always,Holds an ordinary or supported job,9,Average,Friends/colleagues,Yes,Once a month,Once a week,Less frequently,184,90,1,0,Low
60,Well,No,Rarely,Sometimes,Rarely,Often,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Less frequently,Once a month,182,90,0,0,High
31,Average,No,Rarely,Sometimes,Rarely,Often,Often,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Once a month,185,85,3,700,High
59,Average,Yes,Never,Always,Sometimes,Always,Often,,5,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a week,Never,179,91,2,500,High
18,Average,No,Never,Always,Never,Always,Always,Doesn't hold an ordinary or supported job,8,Bad,I dont share this with anyone,Yes,Once a month,Daily,Several times a month,168,66,2,400,Low
27,Average,No,Sometimes,Never,Always,Rarely,Sometimes,Doesn't hold an ordinary or supported job,7,Average,Friends/colleagues,No,Once a week,Several times a month,Less frequently,171,51,2,300,Low
43,Well,No,Rarely,Often,Rarely,Often,Often,Holds an ordinary or supported job,7,Average,Friends/colleagues,Yes,Less frequently,Once a week,Once a month,176,62,1,0,High
31,Well,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Several times a month,Once a month,190,85,0,200,High
16,Average,No,Rarely,Often,Often,Rarely,Rarely,Doesn't hold an ordinary or supported job,9,Average,Friends/colleagues,No,Once a month,Less frequently,Less frequently,172,84,1,1200,High
24,Average,No,Rarely,Sometimes,Often,Sometimes,Sometimes,Holds an ordinary or supported job,8,Average,Parents,No,Several times a month,Several times a week,Several times a month,165,73,1,200,High
37,Average,No,Sometimes,Never,Often,Rarely,Often,Doesn't hold an ordinary or supported job,2,Very bad,I dont share this with anyone,Yes,Less frequently,Several times a month,Never,170,68,1,500,Medium
49,Well,No,Rarely,Often,Rarely,Sometimes,Sometimes,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Once a month,168,65,8,0,High
17,Very well,Yes,Rarely,Often,Sometimes,Sometimes,Often,Doesn't hold an ordinary or supported job,9,Very bad,Parents,Yes,Several times a month,Daily,Several times a month,197,77,0,1000,High
34,Average,No,Never,Often,Never,Often,Always,Holds an ordinary or supported job,7,Average,Staff,Yes,Less frequently,Daily,Once a week,170,98,3,600,Low
49,Well,No,Rarely,Often,Rarely,Always,Often,Holds an ordinary or supported job,9,Good,Friends/colleagues,Yes,Several times a month,Several times a week,Once a month,65,55,2,1000,High
48,Very well,No,Never,Always,Rarely,Always,Often,Holds an ordinary or supported job,7,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Once a week,Once a month,180,105,1,200,High
50,Very well,No,Never,Always,Never,Always,Sometimes,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Less frequently,Once a week,191,102,1,0,High
47,Average,No,Rarely,Sometimes,Often,Always,Always,Holds an ordinary or supported job,6,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Never,Less frequently,182,108,0,1500,Medium
49,Very well,No,Rarely,Sometimes,Sometimes,Rarely,Always,Holds an ordinary or supported job,9,Average,I dont share this with anyone,Yes,Once a month,Less frequently,Less frequently,180,73,2,0,High
41,Poor,No,Never,Often,Never,Always,Often,Holds an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a week,Once a month,162,65,2,0,Medium
63,Well,No,Rarely,Always,Never,Often,Often,Doesn't hold an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Once a week,Several times a month,170,71,0,1800,High
56,Average,Yes,Never,Always,Never,Always,Sometimes,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Never,182,89,1,5000,High
18,Very well,No,Never,Always,Never,Always,Always,Holds an ordinary or supported job,7,Good,Friends/colleagues,No,Less frequently,Once a week,Once a month,168,54,2,500,High
45,Well,No,Sometimes,Sometimes,Often,Sometimes,Always,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Refuse to answer,Less frequently,Less frequently,158,48,3,200,High
55,Well,No,Never,Sometimes,Rarely,Rarely,Sometimes,Holds an ordinary or supported job,7,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Once a week,Several times a month,163,73,0,0,High
60,Very well,No,Sometimes,Sometimes,Often,Sometimes,Often,Holds an ordinary or supported job,8,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Less frequently,177,82,2,0,High
51,Well,Yes,Never,Often,Rarely,Always,Often,Holds an ordinary or supported job,8,Very good,Parents,Yes,Once a week,Once a week,Never,173,64,0,600,High
46,Well,No,Never,Always,Rarely,Always,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a week,Less frequently,170,70,0,0,High
53,Well,No,Rarely,Always,Sometimes,Rarely,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Never,Less frequently,168,69,1,1000,High
44,Well,No,Rarely,Often,Sometimes,Sometimes,Often,Holds an ordinary or supported job,9,Average,Parents,Yes,Less frequently,Once a week,Several times a month,162,45,999,0,High
58,Well,Yes,Never,Often,Often,Often,Often,Holds an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Once a month,Once a month,174,75,3,1000,High
37,Well,No,Rarely,Rarely,Often,Rarely,Often,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Once a month,160,51,1,0,High
19,Average,No,Sometimes,Sometimes,Sometimes,Often,Often,,6,Very bad,Parents,No,Several times a month,Once a month,Once a month,175,90,2,3000,Medium
22,Average,No,Rarely,Rarely,Often,Sometimes,Often,Holds an ordinary or supported job,8,Bad,Partner/spouse/boy-/girlfriend,Yes,Daily,Daily,Never,161,98,0,0,Low
55,Very well,No,Never,Always,Never,Rarely,Always,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Several times a month,Less frequently,168,88,2,10,High
46,Poor,No,Sometimes,Often,Rarely,Often,Sometimes,Holds an ordinary or supported job,4,Bad,Other family,No,Once a month,Several times a week,Once a week,178,67,0,500,Medium
63,Average,No,Never,Often,Rarely,Sometimes,Rarely,Holds an ordinary or supported job,8,Average,I dont share this with anyone,Yes,Less frequently,Less frequently,Never,183,92,6,100,High
28,Average,Yes,Often,Sometimes,Often,Sometimes,Often,Holds an ordinary or supported job,6,Average,Parents,No,Once a month,Less frequently,Once a month,166,71,5,5000,Medium
17,Well,No,Rarely,Sometimes,Often,Often,Often,Doesn't hold an ordinary or supported job,9,Very good,Parents,No,Refuse to answer,Several times a week,Once a month,189,100,0,99999,High
59,Well,Yes,Never,Sometimes,Never,Sometimes,Sometimes,Doesn't hold an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Once a week,Once a month,181,94,5,0,High
20,Well,No,Rarely,Often,Often,Often,Sometimes,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Daily,Several times a month,158,60,1,3000,High
60,Well,No,Never,Always,Sometimes,Never,Often,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Several times a month,Less frequently,178,73,0,200,High
19,Very well,No,Never,Always,Never,Always,Always,Doesn't hold an ordinary or supported job,9,Average,Friends/colleagues,Yes,Once a month,Once a month,Less frequently,183,79,1,1000,High
17,Well,No,Rarely,Always,Rarely,Sometimes,Often,Doesn't hold an ordinary or supported job,9,Average,Parents,No,Several times a week,Several times a month,Less frequently,180,53,4,3,High
50,Well,No,Never,Always,Rarely,Always,Always,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Never,Less frequently,190,85,0,200,High
55,Well,No,Sometimes,Sometimes,Never,Always,Never,Holds an ordinary or supported job,9,Good,Siblings,No,Once a month,Once a week,Never,170,65,0,6500,High
40,Well,No,Rarely,Often,Rarely,Often,Always,Holds an ordinary or supported job,9,Good,Friends/colleagues,Yes,Several times a month,Once a month,Once a month,185,78,1,0,High
61,Average,No,Never,Always,Sometimes,Always,Sometimes,Holds an ordinary or supported job,7,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Refuse to answer,Once a month,172,67,1,1200,High
20,Very well,No,Rarely,Often,Sometimes,Always,Often,Doesn't hold an ordinary or supported job,9,Very good,Friends/colleagues,No,Several times a month,Once a week,Less frequently,178,75,2,300,High
22,Very well,No,Never,Always,Rarely,Often,Always,Doesn't hold an ordinary or supported job,8,Good,Parents,No,Once a week,Several times a week,Once a month,178,81,5,500,High
56,Well,No,Rarely,Sometimes,Rarely,Often,Often,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Once a month,172,71,4,1200,High
55,Average,No,Sometimes,Sometimes,Sometimes,Never,Sometimes,Holds an ordinary or supported job,6,Average,I dont share this with anyone,Yes,Never,Less frequently,Less frequently,187,77,4,200,High
19,Well,Yes,Rarely,Often,Often,Sometimes,Always,Doesn't hold an ordinary or supported job,6,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Once a month,Once a month,160,89,1,99999,High
40,Well,No,Never,Always,Rarely,Often,Sometimes,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Less frequently,170,64,1,1000,High
49,Well,No,Never,Always,Often,Always,Always,Holds an ordinary or supported job,6,Average,Friends/colleagues,Yes,Once a week,Several times a month,Once a month,168,60,3,500,High
54,Well,No,Rarely,Sometimes,Rarely,Sometimes,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Less frequently,172,96,1,500,High
37,Well,No,Never,Often,Often,Often,Often,Holds an ordinary or supported job,8,Average,Friends/colleagues,Yes,Once a month,Once a month,Less frequently,175,79,0,200,High
43,Average,Yes,Rarely,Rarely,Rarely,Never,Often,Holds an ordinary or supported job,9,Bad,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Never,185,68,8,0,High
17,Well,Yes,Never,Always,Sometimes,Sometimes,Always,Holds an ordinary or supported job,6,Very good,Parents,Yes,Several times a week,Once a week,Once a week,158,65,1,0,High
63,Very well,No,Never,Always,Rarely,Always,Always,Doesn't hold an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Less frequently,181,90,2,0,High
62,Average,Yes,Sometimes,Often,Often,Often,Often,Doesn't hold an ordinary or supported job,5,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Once a week,Less frequently,177,71,1,500,High
54,Well,Yes,Sometimes,Often,Often,Sometimes,Often,Doesn't hold an ordinary or supported job,1,Good,Others,Yes,Once a month,Once a week,Less frequently,162,70,0,2000,High
58,Well,Yes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Holds an ordinary or supported job,4,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Once a week,Less frequently,172,88,1,0,High
24,Well,No,Sometimes,Often,Rarely,Rarely,Sometimes,Doesn't hold an ordinary or supported job,7,Average,Parents,Yes,Once a month,Daily,Several times a month,170,74,3,100,High
45,Average,No,Often,Rarely,Often,Rarely,Often,Holds an ordinary or supported job,7,Average,Friends/colleagues,Yes,Less frequently,Less frequently,Less frequently,171,74,4,1,Medium
16,Well,No,Never,Always,Always,Always,Sometimes,Doesn't hold an ordinary or supported job,8,Very good,Other family,No,Refuse to answer,Less frequently,Once a month,183,74,3,350,High
60,Very well,No,Sometimes,Never,Often,Often,Often,Holds an ordinary or supported job,8,Good,Friends/colleagues,No,Once a month,Once a month,Less frequently,182,72,0,500,High
64,Well,No,Never,Often,Rarely,Always,Often,Doesn't hold an ordinary or supported job,8,Average,Friends/colleagues,No,Less frequently,Once a month,Once a month,175,85,0,100,High
63,Well,No,Rarely,Always,Sometimes,Sometimes,Often,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a week,Less frequently,178,100,0,0,High
37,Very well,No,Rarely,Often,Often,Often,Often,Holds an ordinary or supported job,8,Good,Friends/colleagues,Yes,Once a month,Several times a month,Once a month,169,90,0,1200,Medium
